,Path,Title,Modules,Certificate,Level,Hours,Enrolled,Salary,Review,Ratings
813,Free course,Learn TypeScript: Object Types,,,Beginner Friendly,1,"1,159 learners enrolled",,4.7,57 ratings
814,Course,"Defending Node Applications from SQL Injection, XSS, & CSRF Attacks",,With Certificate,Intermediate,2,"2,334 learners enrolled",,,
815,Course,Learn Intermediate TypeScript: Class Types,,With Certificate,Intermediate,1,,,,
816,Free course,Learn TypeScript: Type Narrowing,,,Beginner Friendly,1,,,,
817,Free course,Learn jQuery: Effects and Event Handling,,,Intermediate,1,,,,
818,Free course,Learn Redux: Fundamentals,,,Beginner Friendly,5,"1,153 learners enrolled",,,
819,Free course,Learn jQuery: DOM Traversing,,,Intermediate,1,"1,017 learners enrolled",,,
820,Course,Learn CSS-in-JS,,With Certificate,Intermediate,1,"4,132 learners enrolled",,4,107 ratings
821,Free course,Learn Testing for Web Development: Fundamentals,,,Intermediate,1,"1,081 learners enrolled",,,
822,Free course,Learn React Router v6,,,Intermediate,2,"4,045 learners enrolled",,4.5,168 ratings
823,Course,Technical Interview Practice with JavaScript,,With Certificate,Intermediate,1,"5,882 learners enrolled",,,
824,Free course,Learn Redux: Redux Toolkit,,,Beginner Friendly,1,"1,303 learners enrolled",,,
825,Course,Learn Handlebars,,,Intermediate,2,"1,543 learners enrolled",,,
826,Free course,Learn jQuery: Styles,,,Intermediate,1,,,,
827,Course,Learn Build Tools,,With Certificate,Intermediate,2,"3,751 learners enrolled",,,
828,Free course,Velo by Wix: Working with Data,,,Beginner Friendly,6,,,,
829,Course,Learn Intermediate TypeScript: Generics,,With Certificate,Intermediate,1,,,,
830,Free course,Learn p5.js: Fundamentals,,,Intermediate,5,,,,
831,Free course,Learn Phaser.js: Animations and Visuals,,,Intermediate,2,,,,
832,Free course,Learn Phaser.js: Physics,,,Intermediate,2,,,,
833,Free course,Learn Testing for Web Development: Model Testing,,,Intermediate,2,,,,
834,Free course,Velo by Wix: Interactivity,,,Beginner Friendly,6,,,,
835,Free course,Learn Redux: Middleware and Thunks,,,Beginner Friendly,2,,,,
836,Free course,Learn Testing for Web Development: Server Testing,,,Intermediate,1,,,,
837,Course,Learn Intermediate TypeScript: Type Narrowing,,With Certificate,Intermediate,1,,,,
838,Free course,Learn p5.js: Interaction,,,Intermediate,2,,,,
839,Free course,Learn p5.js: Media,,,Intermediate,2,,,,
840,Free course,Velo by Wix: Fundamentals,,,Beginner Friendly,1,,,,
841,Free course,Velo by Wix: Creating a Full-Stack App,,,Beginner Friendly,1,,,,
842,Free course,Velo by Wix: Using Async Actions for the Backend,,,Beginner Friendly,4,,,,
843,Free course,Learn Intermediate TypeScript: Configuration,,,Intermediate,1,,,,
844,Free course,Learn React Router v5,,,Beginner Friendly,1,,,,
845,Free course,Introduction to Back-End Programming,,,Beginner Friendly,1,"3,304 learners enrolled",,4.4,174 ratings
846,Free course,Learn Kotlin,,,Beginner Friendly,9,"75,042 learners enrolled",,4.5,781 ratings
847,Free course,Learn Kotlin: Introduction,,,Beginner Friendly,4,"1,533 learners enrolled",,4.8,51 ratings
848,Free course,Learn Kotlin: Functions and Classes,,,Beginner Friendly,2,,,,
849,Free course,Learn Kotlin: Collections and Loops,,,Beginner Friendly,3,,,,
850,Career path,Machine Learning/AI Engineer,Includes 7 Courses,With Certificate,Intermediate,50,"24,224 learners enrolled","$127,000",,
851,Career path,Data Scientist: Machine Learning Specialist,Includes 27 Courses,With Professional Certification,Beginner Friendly,90,"174,796 learners enrolled","$125,000",,
852,Career path,Data Scientist: Natural Language Processing Specialist,Includes 31 Courses,With Certificate,Beginner Friendly,100,"12,617 learners enrolled","$125,000",,
853,Skill path,Build Chatbots with Python,Includes 6 Courses,With Certificate,Beginner Friendly,28,"50,162 learners enrolled",,,
854,Skill path,Build Deep Learning Models with TensorFlow,Includes 7 Courses,With Certificate,Intermediate,10,"15,286 learners enrolled",,,
855,Skill path,Apply Natural Language Processing with Python,Includes 8 Courses,With Certificate,Intermediate,10,"7,700 learners enrolled",,,
856,Skill path,Data Scientist Interview Preparation,Includes 8 Courses,With Certificate,Intermediate,3,"5,845 learners enrolled",,,
857,Skill path,Feature Engineering,Includes 4 Courses,With Certificate,Intermediate,6,"2,812 learners enrolled",,,
858,Skill path,Intermediate Machine Learning,Includes 5 Courses,With Certificate,Intermediate,8,"1,877 learners enrolled",,,
859,Skill path,Data and Programming Foundations for AI,Includes 9 Courses,With Certificate,Beginner Friendly,38,"23,909 learners enrolled",,,
860,Skill path,Build a Machine Learning Model,Includes 10 Courses,With Certificate,Beginner Friendly,23,"2,911 learners enrolled",,,
861,Free course,Learn R,,,Beginner Friendly,14,"258,964 learners enrolled",,4.5,"1,545 ratings"
862,Free course,Machine Learning: Introduction with Regression,,,Beginner Friendly,3,"8,876 learners enrolled",,4.6,178 ratings
863,Free course,Learn How to Use ChatGPT,,,Beginner Friendly,1,"85,537 learners enrolled",,4.3,"3,109 ratings"
864,Course,Intro to Cloud Computing,,With Certificate,Beginner Friendly,1,"20,589 learners enrolled",,4.4,"1,131 ratings"
865,Free course,Intro to PyTorch and Neural Networks,,,Intermediate,3,"3,635 learners enrolled",,4.6,68 ratings
866,Free course,Intro to Language Models in Python,,,Intermediate,4,"3,546 learners enrolled",,,
867,Free course,Machine Learning: Logistic Regression,,,Beginner Friendly,3,"1,899 learners enrolled",,4.1,227 ratings
868,Course,Getting Started with Natural Language Processing,,With Certificate,Beginner Friendly,1,"24,414 learners enrolled",,4.3,205 ratings
869,Free course,Machine Learning: Perceptrons,,,Beginner Friendly,1,"3,137 learners enrolled",,4.4,88 ratings
870,Free course,Intro to Deep Learning with TensorFlow,,,Intermediate,4,"3,784 learners enrolled",,4.6,70 ratings
871,Free course,Intro to AI Transformers,,,Intermediate,2,"2,390 learners enrolled",,,
872,Free course,Machine Learning: Random Forests & Decision Trees,,,Beginner Friendly,3,"2,479 learners enrolled",,,
873,Free course,Machine Learning: K-Nearest Neighbors,,,Beginner Friendly,3,"1,375 learners enrolled",,,
874,Course,Handling Missing Data,,With Certificate,Beginner Friendly,1,"3,106 learners enrolled",,4.3,165 ratings
875,Course,PyTorch for Classification,,With Certificate,Beginner Friendly,3,"1,780 learners enrolled",,,
876,Free course,Analyze Taylor Swift Lyrics with Python Case Study,,,Beginner Friendly,1,"5,458 learners enrolled",,4.1,75 ratings
877,Free course,Learn to Program Alexa,,,Beginner Friendly,2,"23,046 learners enrolled",,,
878,Free course,Machine Learning: Artificial Intelligence Decision Making with Minimax,,,Advanced,2,"3,889 learners enrolled",,4.5,50 ratings
879,Course,Finetuning Transformer Models,,With Certificate,Intermediate,2,"1,144 learners enrolled",,,
880,Course,Learn Linear Regression with R,,With Certificate,Intermediate,3,"2,455 learners enrolled",,,
881,Free course,Machine Learning: Clustering with K-Means,,,Beginner Friendly,2,"1,189 learners enrolled",,,
882,Free course,Build a Machine Learning Pipeline,,,Intermediate,1,"2,811 learners enrolled",,,
883,Free course,Analyze NFL Stats with Python Case Study,,,Beginner Friendly,1,"5,469 learners enrolled",,4.3,91 ratings
884,Course,Language Models in Python: Basic Chatbots,,,Intermediate,6,,,,
885,Course,Deep Learning with TensorFlow: Image Classification,,,Intermediate,2,"1,091 learners enrolled",,,
886,Free course,Intro to Hugging Face,,,Beginner Friendly,1,"2,979 learners enrolled",,4.2,122 ratings
887,Course,Language Models in Python: Generative Chatbots,,,Intermediate,1,"1,074 learners enrolled",,,
888,Free course,Analyze Traffic Safety Data with Python Case Study,,,Beginner Friendly,1,"1,828 learners enrolled",,4.4,59 ratings
889,Free course,Learn Recommender Systems,,,Intermediate,1,"1,974 learners enrolled",,4.2,97 ratings
890,Free course,Ensemble Methods in Machine Learning,,,Intermediate,2,,,,
891,Course,Intro to Regularization with Python,,,Intermediate,2,,,,
892,Course,Deep Learning with TensorFlow: Classification,,,Intermediate,2,,,,
893,Course,Intro to Hyperparameter Tuning with Python,,,Intermediate,1,,,,
894,Skill path,Fundamental Math for Data Science,Includes 8 Courses,With Certificate,Beginner Friendly,12,"17,850 learners enrolled",,,
895,Skill path,Master Statistics with Python,Includes 9 Courses,With Certificate,Intermediate,26,"11,142 learners enrolled",,,
896,Free course,Discrete Math,,,Intermediate,5,"14,725 learners enrolled",,,
897,Free course,Linear Algebra,,,Beginner Friendly,1,"19,274 learners enrolled",,4.4,196 ratings
898,Free course,Probability,,,Beginner Friendly,4,"28,553 learners enrolled",,4.3,96 ratings
899,Free course,Linear Regression in Python,,,Intermediate,6,"6,068 learners enrolled",,,
900,Free course,Differential Calculus,,,Beginner Friendly,1,"12,464 learners enrolled",,4.3,71 ratings
901,Free course,Simple Linear Regression,,,Beginner Friendly,2,,,,
902,Course,Hypothesis Testing with Python,,With Certificate,Intermediate,6,"2,031 learners enrolled",,,
903,Free course,Discrete Math: Proofs,,,Beginner Friendly,1,,,,
904,Free course,Multiple Linear Regression,,,Beginner Friendly,3,,,,
905,Free course,Discrete Math: Binary and Bases,,,Beginner Friendly,1,,,,
906,Free course,Discrete Math: Counting Theory,,,Beginner Friendly,1,,,,
907,Free course,How to Choose a Linear Regression Model,,,Intermediate,1,,,,
908,Free course,Discrete Math: Sequences and Summations,,,Beginner Friendly,1,,,,
909,Free course,Discrete Math: Recurrence Relations,,,Beginner Friendly,1,,,,
910,Free course,Discrete Math: Sets and Set Operations,,,Beginner Friendly,1,,,,
911,Free course,Learn the Basics of Causal Inference with R,,,Intermediate,5,"1,652 learners enrolled",,,
912,Free course,Discrete Math: Permutations and Combinations,,,Beginner Friendly,1,,,,
913,Free course,Discrete Math: Congruences,,,Beginner Friendly,1,,,,
914,Career path,iOS Developer,Includes 26 Courses,With Certificate,Beginner Friendly,35,"23,998 learners enrolled","$107,000",,
915,Skill path,Build Basic Android Apps with Java,Includes 6 Courses,With Certificate,Beginner Friendly,16,"36,027 learners enrolled",,,
916,Skill path,Build iOS Apps with SwiftUI,Includes 7 Courses,With Certificate,Beginner Friendly,13,"13,633 learners enrolled",,,
917,Skill path,Build an Intermediate iOS App with SwiftUI,Includes 4 Courses,With Certificate,Intermediate,8,"2,442 learners enrolled",,,
918,Skill path,Build a Social Media iOS App with Firebase and SwiftUI,Includes 4 Courses,With Certificate,Intermediate,1,"1,717 learners enrolled",,,
919,Skill path,Pass the Technical Interview with Swift,Includes 7 Courses,With Certificate,Advanced,10,,,,
920,Free course,Learn Java,,,Beginner Friendly,16,"1,125,540 learners enrolled",,4.4,"8,613 ratings"
921,Free course,Learn Swift,,,Beginner Friendly,12,"160,815 learners enrolled",,4.7,827 ratings
922,Free course,Learn React Native,,,Intermediate,6,"53,915 learners enrolled",,4.4,842 ratings
923,Free course,Learn Kotlin,,,Beginner Friendly,9,"75,042 learners enrolled",,4.5,781 ratings
924,Course,Learn the Basics of Android,,With Certificate,Intermediate,1,"9,121 learners enrolled",,4.1,239 ratings
925,Free course,Learn Swift: Introduction,,,Beginner Friendly,1,"6,245 learners enrolled",,4.6,376 ratings
926,Free course,Learn Intermediate Swift,,,Intermediate,9,"6,073 learners enrolled",,4.3,59 ratings
927,Free course,Learn Kotlin: Introduction,,,Beginner Friendly,4,"1,533 learners enrolled",,4.8,51 ratings
928,Free course,Learn Swift: Conditionals and Loops,,,Beginner Friendly,3,"1,484 learners enrolled",,,
929,Free course,Learn Kotlin: Functions and Classes,,,Beginner Friendly,2,,,,
930,Free course,Learn Swift: Closures,,,Intermediate,2,,,,
931,Free course,"Learn Swift: Arrays, Sets, and Dictionaries",,,Beginner Friendly,4,,,,
932,Free course,Learn Swift: Functions,,,Beginner Friendly,2,,,,
933,Free course,Learn Kotlin: Collections and Loops,,,Beginner Friendly,3,,,,
934,Free course,Learn Swift: Structs and Classes,,,Beginner Friendly,2,,,,
935,Free course,Introduction to Algorithms and Linear Data Structures in Swift,,,Intermediate,5,,,,
936,Free course,Introduction to Non-linear Data Structures in Swift,,,Advanced,4,,,,
937,Free course,Learn Swift: Protocols and Generics,,,Intermediate,2,,,,
938,Free course,Learn Swift: Optionals,,,Intermediate,2,,,,
939,Free course,Learn Swift: Properties and Access Control,,,Intermediate,2,,,,
940,Free course,Learn Swift: Enumerations,,,Intermediate,2,,,,
941,Free course,Intro to Flutter,,,Beginner Friendly,1,"7,620 learners enrolled",,4.1,156 ratings
942,Course,Learn Git & GitHub,,With Certificate,Beginner Friendly,4,"126,342 learners enrolled",,4.5,"1,653 ratings"
943,Course,Introduction to Linux,,With Certificate,Intermediate,4,"18,771 learners enrolled",,4.3,331 ratings
944,Free course,Introduction to Linux: Bash Scripting,,,Intermediate,3,"4,802 learners enrolled",,4.5,81 ratings
945,Free course,Introduction to Blockchain and Crypto,,,Beginner Friendly,1,"10,596 learners enrolled",,4.3,264 ratings
946,Free course,Learn p5.js,,,Intermediate,9,"13,223 learners enrolled",,4.4,106 ratings
947,Free course,Introduction to Linux: Users and Permissions,,,Intermediate,1,"1,157 learners enrolled",,4.6,73 ratings
948,Free course,Learn Emojicode,,,Beginner Friendly,1,"10,998 learners enrolled",,,
949,Free course,Introduction to Open Source,,,Beginner Friendly,1,"3,321 learners enrolled",,4.4,148 ratings
950,Free course,Learn p5.js: Fundamentals,,,Intermediate,5,,,,
951,Free course,Introduction to Linux: Installation,,,Intermediate,1,"1,173 learners enrolled",,4.4,69 ratings
952,Free course,Learn p5.js: Interaction,,,Intermediate,2,,,,
953,Free course,Learn p5.js: Media,,,Intermediate,2,,,,
954,Skill path,Learn PHP,Includes 8 Courses,With Certificate,Beginner Friendly,17,"10,503 learners enrolled",,,
955,Free course,Learn PHP: Introduction,,,Beginner Friendly,2,"29,599 learners enrolled",,4.5,"1,459 ratings"
956,Free course,Learn PHP: Form Handling and Validation,,,Beginner Friendly,4,"8,825 learners enrolled",,4.4,194 ratings
957,Free course,Learn PHP: Functions,,,Beginner Friendly,3,"5,596 learners enrolled",,4.6,197 ratings
958,Free course,Learn PHP: Objects and Classes,,,Beginner Friendly,1,"5,498 learners enrolled",,4.5,217 ratings
959,Free course,Learn Intermediate PHP,,,Intermediate,4,"6,151 learners enrolled",,4.5,171 ratings
960,Free course,Learn PHP: Arrays and Loops,,,Beginner Friendly,3,"4,623 learners enrolled",,4.4,125 ratings
961,Free course,Learn PHP: Conditionals and Logic,,,Beginner Friendly,3,"4,128 learners enrolled",,4.6,110 ratings
962,Free course,Agile Project Planning,,,Beginner Friendly,1,,,,
963,Free course,Be Productive by Working Efficiently,,,Beginner Friendly,1,,,,
964,Free course,Building and Delivering a Great Virtual Presentation,,,Beginner Friendly,1,,,,
965,Free course,Building Success through Self-improvement,,,Beginner Friendly,1,,,,
966,Free course,Coping in a Toxic Workplace,,,Beginner Friendly,1,,,,
967,Free course,Customer Service: Fostering a Service Mindset,,,Beginner Friendly,1,,,,
968,Free course,Customer Service: Interpreting Customers' Service Priorities,,,Beginner Friendly,1,,,,
969,Free course,Delivering Feedback That Encourages Growth,,,Beginner Friendly,1,,,,
970,Free course,Design Thinking for Innovation: Brainstorming and Ideation,,,Beginner Friendly,1,,,,
971,Free course,Leading through the AI Disruption with Empathy,,,Beginner Friendly,1,,,,
972,Free course,Design Thinking for Innovation: Stakeholder Engagement,,,Beginner Friendly,1,,,,
973,Free course,Developing Personal Accountability,,,Beginner Friendly,1,,,,
974,Free course,Effective Team Communication,,,Beginner Friendly,1,,,,
975,Free course,Encouraging Innovation and Experimentation with AI,,,Beginner Friendly,1,,,,
976,Free course,Expanding Your Communication Skill Set,,,Beginner Friendly,1,,,,
977,Free course,"Listening to Engage, Empower, and Influence",,,Beginner Friendly,1,,,,
978,Free course,"Mastering OKRs: Writing, Measuring, and Achieving Success",,,Beginner Friendly,1,,,,
979,Free course,Neurodiversity in the Workplace,,,Beginner Friendly,1,,,,
980,Free course,Overcoming Barriers to Effective Listening,,,Beginner Friendly,1,,,,
981,Free course,Preparing a Great Virtual Presentation,,,Beginner Friendly,1,,,,
982,Free course,Product Management: Communication for Product Managers,,,Beginner Friendly,1,,,,
983,Free course,Product Management: Competitive and Market Analytics for Product Managers,,,Beginner Friendly,1,,,,
984,Free course,Product Management: Metrics for Product Managers,,,Beginner Friendly,1,,,,
985,Free course,Psychological Safety: Building a Culture of Inclusion and Innovation,,,Beginner Friendly,1,,,,
986,Free course,Saving Time by Setting Goals,,,Beginner Friendly,1,,,,
987,Free course,Taking the Lead with Workplace Motivation and Engagement,,,Beginner Friendly,1,,,,
988,Free course,Telling a Business Story,,,Beginner Friendly,1,,,,
989,Free course,"Workplace Diversity, Equity, and Inclusion in Action",,,Beginner Friendly,1,,,,
990,Free course,Navigating Micro-behavior Dynamics in the Workplace,,,Beginner Friendly,1,,,,
991,Free course,Agile Principles and Methodologies,,,Beginner Friendly,1,,,,
992,Free course,Art and Science of Behavioral Interviewing,,,Beginner Friendly,1,,,,
993,Free course,Becoming a Continuous Learner,,,Beginner Friendly,1,,,,
994,Free course,Becoming a DEI Ally and Agent for Change,,,Beginner Friendly,1,,,,
995,Free course,Becoming a Successful Collaborator,,,Beginner Friendly,1,,,,
996,Free course,Design Thinking for Innovation: Prototyping and Testing,,,Beginner Friendly,1,,,,
997,Free course,Building Customer Relationships in a Virtual Environment,,,Beginner Friendly,1,,,,
998,Free course,CAPM(r): Project Tailoring,,,Intermediate,1,,,,
999,Free course,Customer Service: Adapting to Your Customers' Cues,,,Beginner Friendly,1,,,,
1000,Free course,Customer Service: Discovering Customer Needs,,,Beginner Friendly,1,,,,
1001,Free course,Customer Service: Engaging with Customers,,,Beginner Friendly,1,,,,
1002,Free course,Design Thinking for Innovation: Defining Opportunities,,,Beginner Friendly,1,,,,
1003,Free course,Developing a Mindset of Growth and Learning,,,Beginner Friendly,1,,,,
1004,Free course,Developing Your Business Acumen,,,Beginner Friendly,1,,,,
1005,Free course,Effective Stakeholder Communications for Technology Professionals,,,Beginner Friendly,1,,,,
1006,Free course,Embracing a Customer-obsessed Mentality,,,Beginner Friendly,1,,,,
1007,Free course,Embracing Risk and Learning from Setbacks with AI Projects,,,Beginner Friendly,1,,,,
1008,Free course,Leading in the Age of Generative AI,,,Beginner Friendly,1,,,,
1009,Free course,Get Organized and Stop Procrastinating,,,Beginner Friendly,1,,,,
1010,Free course,Getting Started with Design Thinking,,,Beginner Friendly,1,,,,
1011,Free course,Influencing without Authority,,,Beginner Friendly,1,,,,
1012,Free course,Managing Your Time So It Doesn't Manage You,,,Beginner Friendly,1,,,,
1013,Free course,Measuring Outcomes and Using KPIs,,,Beginner Friendly,1,,,,
1014,Free course,Moving from Bias to Inclusion in a DEI Journey,,,Beginner Friendly,1,,,,
1015,Free course,New Project Manager Essentials,,,Beginner Friendly,1,,,,
1016,Free course,Nurturing the Creative Power of Your Team,,,Beginner Friendly,1,,,,
1017,Free course,Optimizing Your Workplace Well-being,,,Beginner Friendly,1,,,,
1018,Free course,Outwitting Your Cognitive Bias,,,Beginner Friendly,1,,,,
1019,Free course,Product Management: An Overview,,,Beginner Friendly,1,,,,
1020,Free course,Product Management: Building a Product Roadmap and Agile Product Management,,,Beginner Friendly,1,,,,
1021,Free course,Product Management: Building a Product Strategy,,,Beginner Friendly,1,,,,
1022,Free course,Product Management: Create a Go-to-Market Plan,,,Beginner Friendly,1,,,,
1023,Free course,Product Management: Designing and Running Experiments,,,Beginner Friendly,1,,,,
1024,Free course,Product Management: Understanding and Developing Customers,,,Beginner Friendly,1,,,,
1025,Free course,Proven Techniques for Technical Communication,,,Beginner Friendly,1,,,,
1026,Free course,Set Your Workspace Up For Success,,,Beginner Friendly,1,,,,
1027,Free course,Sharpening Your Focus to Stay on Track,,,Beginner Friendly,1,,,,
1028,Free course,Strategies for Managing Technical Teams,,,Beginner Friendly,1,,,,
1029,Free course,Unleashing Personal and Team Creativity,,,Beginner Friendly,1,,,,
1030,Free course,Unleashing Your Self-confidence,,,Beginner Friendly,1,,,,
1031,Free course,Writing with a Professional Mindset,,,Beginner Friendly,1,,,,
1032,Career path,Business Intelligence Data Analyst,Includes 18 Courses,With Certificate,Beginner Friendly,50,"26,567 learners enrolled","$87,000",,
1033,Skill path,Analyze Financial Data with Python,Includes 6 Courses,With Certificate,Beginner Friendly,25,"36,395 learners enrolled",,,
1034,Skill path,Build Chatbots with Python,Includes 6 Courses,With Certificate,Beginner Friendly,28,"50,162 learners enrolled",,,
1035,Skill path,Build Python Web Apps with Flask,Includes 8 Courses,With Certificate,Intermediate,28,"25,268 learners enrolled",,,
1036,Skill path,Build Deep Learning Models with TensorFlow,Includes 7 Courses,With Certificate,Intermediate,10,"15,286 learners enrolled",,,
1037,Skill path,Master Statistics with Python,Includes 9 Courses,With Certificate,Intermediate,26,"11,142 learners enrolled",,,
1038,Skill path,Pass the Technical Interview with Python,Includes 8 Courses,With Certificate,Intermediate,25,"20,801 learners enrolled",,,
1039,Skill path,Apply Natural Language Processing with Python,Includes 8 Courses,With Certificate,Intermediate,10,"7,700 learners enrolled",,,
1040,Skill path,Build Python Web Apps with Django,Includes 9 Courses,With Certificate,Intermediate,13,"22,754 learners enrolled",,,
1041,Skill path,Data Analyst Interview Preparation,Includes 7 Courses,With Certificate,Intermediate,3,"7,412 learners enrolled",,,
1042,Skill path,Data Scientist Interview Preparation,Includes 8 Courses,With Certificate,Intermediate,3,"5,845 learners enrolled",,,
1043,Skill path,Fundamental Math for Data Science,Includes 8 Courses,With Certificate,Beginner Friendly,12,"17,850 learners enrolled",,,
1044,Skill path,Feature Engineering,Includes 4 Courses,With Certificate,Intermediate,6,"2,812 learners enrolled",,,
1045,Skill path,Software Engineering for Data Scientists,Includes 7 Courses,With Certificate,Intermediate,22,"4,616 learners enrolled",,,
1046,Skill path,Intermediate Machine Learning,Includes 5 Courses,With Certificate,Intermediate,8,"1,877 learners enrolled",,,
1047,Skill path,Learn Python for Data Science,Includes 5 Courses,With Certificate,Beginner Friendly,16,"4,733 learners enrolled",,,
1048,Skill path,Data and Programming Foundations for AI,Includes 9 Courses,With Certificate,Beginner Friendly,38,"23,909 learners enrolled",,,
1049,Skill path,Visualize Data with Python,Includes 6 Courses,With Certificate,Beginner Friendly,7,"2,851 learners enrolled",,,
1050,Skill path,Build a Machine Learning Model,Includes 10 Courses,With Certificate,Beginner Friendly,23,"2,911 learners enrolled",,,
1051,Skill path,Analyze Data with Python,Includes 8 Courses,With Certificate,Intermediate,13,"4,364 learners enrolled",,,
1052,Course,Learn Python 3,,With Certificate,Beginner Friendly,23,"2,517,022 learners enrolled",,4.6,"9,378 ratings"
1053,Free course,Learn Python 2,,,Beginner Friendly,17,"1,008,578 learners enrolled",,4.3,"6,565 ratings"
1054,Free course,Getting Started with Python for Data Science,,,Beginner Friendly,7,"60,281 learners enrolled",,4.6,858 ratings
1055,Course,Learn Intermediate Python 3,,With Certificate,Intermediate,20,"61,043 learners enrolled",,4.2,"1,038 ratings"
1056,Free course,Python for Programmers,,,Intermediate,3,"79,284 learners enrolled",,4.2,"1,628 ratings"
1057,Course,Learn Data Analysis with Pandas,,With Certificate,Intermediate,6,"29,334 learners enrolled",,4.6,423 ratings
1058,Free course,Machine Learning: Introduction with Regression,,,Beginner Friendly,3,"8,876 learners enrolled",,4.6,178 ratings
1059,Course,Learn Data Structures and Algorithms with Python,,With Certificate,Intermediate,26,"32,396 learners enrolled",,4.4,127 ratings
1060,Free course,Learn Intermediate Python 3: Object-Oriented Programming,,,Intermediate,2,"11,695 learners enrolled",,4.5,303 ratings
1061,Course,OpenAI API Coding with Python,,With Certificate,Intermediate,1,"1,033 learners enrolled",,,
1062,Free course,Intro to Data Visualization with Python,,,Beginner Friendly,3,"4,081 learners enrolled",,4.4,80 ratings
1063,Free course,Intro to PyTorch and Neural Networks,,,Intermediate,3,"3,635 learners enrolled",,4.6,68 ratings
1064,Course,Learn Web Scraping with Beautiful Soup,,With Certificate,Intermediate,2,"22,097 learners enrolled",,4.2,252 ratings
1065,Free course,Introduction to Big Data with PySpark,,,Beginner Friendly,4,"5,612 learners enrolled",,4.4,202 ratings
1066,Free course,Intro to Language Models in Python,,,Intermediate,4,"3,546 learners enrolled",,,
1067,Course,Learn Statistics with Python,,With Certificate,Beginner Friendly,4,"14,518 learners enrolled",,,
1068,Free course,Build Connect Four Using Python,,,Beginner Friendly,1,"29,426 learners enrolled",,3.8,134 ratings
1069,Free course,Python for Data Science: Working with Data,,,Beginner Friendly,9,"8,180 learners enrolled",,4.6,106 ratings
1070,Free course,Machine Learning: Logistic Regression,,,Beginner Friendly,3,"1,899 learners enrolled",,4.1,227 ratings
1071,Free course,Discrete Math,,,Intermediate,5,"14,725 learners enrolled",,,
1072,Course,Learn Advanced Python 3,,With Certificate,Advanced,6,"13,992 learners enrolled",,4.5,248 ratings
1073,Course,Getting Started with Natural Language Processing,,With Certificate,Beginner Friendly,1,"24,414 learners enrolled",,4.3,205 ratings
1074,Course,How to Clean Data with Python,,With Certificate,Intermediate,3,"19,599 learners enrolled",,4.4,208 ratings
1075,Free course,Linear Algebra,,,Beginner Friendly,1,"19,274 learners enrolled",,4.4,196 ratings
1076,Free course,Learn Flask: Fundamentals,,,Intermediate,2,"2,668 learners enrolled",,4.3,142 ratings
1077,Free course,Learn Intermediate Python 3: Exceptions and Unit Testing,,,Intermediate,4,"2,902 learners enrolled",,4.6,55 ratings
1078,Free course,Machine Learning: Perceptrons,,,Beginner Friendly,1,"3,137 learners enrolled",,4.4,88 ratings
1079,Free course,"Learn Intermediate Python 3: Functions, Namespaces, and Scope",,,Intermediate,4,"3,015 learners enrolled",,4.6,76 ratings
1080,Free course,Intro to Deep Learning with TensorFlow,,,Intermediate,4,"3,784 learners enrolled",,4.6,70 ratings
1081,Free course,Machine Learning: Random Forests & Decision Trees,,,Beginner Friendly,3,"2,479 learners enrolled",,,
1082,Course,Learn Statistics with NumPy,,With Certificate,Intermediate,4,"9,806 learners enrolled",,4.3,96 ratings
1083,Free course,Machine Learning: K-Nearest Neighbors,,,Beginner Friendly,3,"1,375 learners enrolled",,,
1084,Free course,Probability,,,Beginner Friendly,4,"28,553 learners enrolled",,4.3,96 ratings
1085,Free course,Learn Raspberry Pi,,,Beginner Friendly,2,"10,018 learners enrolled",,4.3,105 ratings
1086,Free course,Linear Regression in Python,,,Intermediate,6,"6,068 learners enrolled",,,
1087,Free course,Getting Started Off-Platform for Data Science,,,Beginner Friendly,1,"19,488 learners enrolled",,4.3,244 ratings
1088,Course,PyTorch for Classification,,With Certificate,Beginner Friendly,3,"1,780 learners enrolled",,,
1089,Free course,Analyze Taylor Swift Lyrics with Python Case Study,,,Beginner Friendly,1,"5,458 learners enrolled",,4.1,75 ratings
1090,Course,Learn Flask,,With Certificate,Intermediate,12,"10,489 learners enrolled",,,
1091,Free course,Machine Learning: Artificial Intelligence Decision Making with Minimax,,,Advanced,2,"3,889 learners enrolled",,4.5,50 ratings
1092,Course,Exploratory Data Analysis in Python,,With Certificate,Beginner Friendly,5,"5,914 learners enrolled",,,
1093,Free course,Learn Intermediate Python 3: Iterators and Generators,,,Intermediate,4,"1,703 learners enrolled",,,
1094,Free course,Data Visualization with Python: Seaborn,,,Beginner Friendly,2,"1,066 learners enrolled",,,
1095,Free course,Learn Advanced Python 3: Functional Programming,,,Advanced,2,"1,827 learners enrolled",,,
1096,Course,Finetuning Transformer Models,,With Certificate,Intermediate,2,"1,144 learners enrolled",,,
1097,Free course,Learn Flask: Jinja2 Templates and Forms,,,Intermediate,4,,,,
1098,Course,Learn the Basics of Blockchain with Python,,With Certificate,Beginner Friendly,2,"33,901 learners enrolled",,4.1,158 ratings
1099,Free course,Data Visualization with Python: Visual Arguments,,,Beginner Friendly,1,"1,014 learners enrolled",,,
1100,Free course,Machine Learning: Clustering with K-Means,,,Beginner Friendly,2,"1,189 learners enrolled",,,
